dataset,task,model,feature_set,metric,fold,value,n_features_added
bank,classification,logreg,llm_gemini-flash__zero_shot,accuracy,4,0.8988709481607381,4
bank,classification,logreg,llm_gemini-flash__zero_shot,f1,0,0.2939719240297275,4
bank,classification,logreg,llm_gemini-flash__zero_shot,f1,1,0.3437751004016064,4
bank,classification,logreg,llm_gemini-flash__zero_shot,f1,2,0.3969111969111969,4
bank,classification,logreg,llm_gemini-flash__zero_shot,f1,3,0.3412698412698413,4
bank,classification,logreg,llm_gemini-flash__zero_shot,f1,4,0.327683615819209,4
bank,classification,logreg,llm_gemini-flash__zero_shot,roc_auc,0,0.7885635820085853,4
bank,classification,logreg,llm_gemini-flash__zero_shot,roc_auc,1,0.7851891598660314,4
bank,classification,logreg,llm_gemini-flash__zero_shot,roc_auc,2,0.8046540373366668,4
bank,classification,logreg,llm_gemini-flash__zero_shot,roc_auc,3,0.7873841620628323,4
bank,classification,logreg,llm_gemini-flash__zero_shot,roc_auc,4,0.791664872901147,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,accuracy,0,0.8942704539936878,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,accuracy,1,0.8907501820830298,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,accuracy,2,0.8975479485311969,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,accuracy,3,0.8965642831127838,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,accuracy,4,0.8935291975233701,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,f1,0,0.37293016558675307,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,f1,1,0.3706293706293706,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,f1,2,0.431266846361186,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,f1,3,0.375366568914956,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,f1,4,0.3704235463029433,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,roc_auc,0,0.7721272966885229,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,roc_auc,1,0.7740284771687344,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,roc_auc,2,0.7858601083777536,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,roc_auc,3,0.7791726720953384,4
bank,classification,random_forest,llm_gemini-flash__zero_shot,roc_auc,4,0.783238204787673,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,accuracy,0,0.8959698956057296,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,accuracy,1,0.8948773974265598,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,accuracy,2,0.9027676620538966,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,accuracy,3,0.9000849823965036,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,accuracy,4,0.9014204200558456,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,f1,0,0.3482889733840304,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,f1,1,0.35661218424962854,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,f1,2,0.41318681318681316,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,f1,3,0.37698713096139286,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,f1,4,0.3782542113323124,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,roc_auc,0,0.7892910632577008,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,roc_auc,1,0.7917782825840841,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,roc_auc,2,0.8068432620642482,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,roc_auc,3,0.795536015469827,4
bank,classification,xgboost,llm_gemini-flash__zero_shot,roc_auc,4,0.7961576657970099,4
bank,classification,logreg,llm_deepseek-v3__zero_shot,accuracy,0,0.8963340616654528,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,accuracy,1,0.9013109978150037,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,accuracy,2,0.9054382131585337,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,accuracy,3,0.8998421755493505,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,accuracy,4,0.8991137550078913,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,f1,0,0.29069767441860467,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,f1,1,0.3469879518072289,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,f1,2,0.39938319198149574,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,f1,3,0.3426294820717131,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,f1,4,0.32929782082324455,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,roc_auc,0,0.7891913386244636,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,roc_auc,1,0.7835462462852022,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,roc_auc,2,0.8042942768526817,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,roc_auc,3,0.7872331171772166,3
bank,classification,logreg,llm_deepseek-v3__zero_shot,roc_auc,4,0.7922624179683999,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,accuracy,0,0.8908715707696043,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,accuracy,1,0.8911143481427531,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,accuracy,2,0.8959698956057296,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,accuracy,3,0.8935291975233701,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,accuracy,4,0.8917081461697219,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,f1,0,0.36912280701754385,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,f1,1,0.3740404745289602,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,f1,2,0.418194161575017,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,f1,3,0.37491090520313614,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,f1,4,0.3601147776183644,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,roc_auc,0,0.7670013915750742,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,roc_auc,1,0.7731670715599792,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,roc_auc,2,0.7825446512807208,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,roc_auc,3,0.7707367894329618,3
bank,classification,random_forest,llm_deepseek-v3__zero_shot,roc_auc,4,0.7783389397106071,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,accuracy,0,0.8968196164117505,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,accuracy,1,0.8974265598446225,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,accuracy,2,0.9041029376062151,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,accuracy,3,0.9004491926672332,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,accuracy,4,0.9003277892436566,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,f1,0,0.358974358974359,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,f1,1,0.37730287398673545,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,f1,2,0.4216691068814056,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,f1,3,0.3853073463268366,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,f1,4,0.3699155794320798,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,roc_auc,0,0.7921057597056465,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,roc_auc,1,0.7912338878013114,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,roc_auc,2,0.8092372429124016,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,roc_auc,3,0.799196108010436,3
bank,classification,xgboost,llm_deepseek-v3__zero_shot,roc_auc,4,0.8003819835960388,3
bank,classification,logreg,llm_llama-3.3__zero_shot,accuracy,0,0.8962126729788784,4
bank,classification,logreg,llm_llama-3.3__zero_shot,accuracy,1,0.9007040543821316,4
bank,classification,logreg,llm_llama-3.3__zero_shot,accuracy,2,0.9042243262927895,4
bank,classification,logreg,llm_llama-3.3__zero_shot,accuracy,3,0.8994779652786209,4
bank,classification,logreg,llm_llama-3.3__zero_shot,accuracy,4,0.8992351584314677,4
bank,classification,logreg,llm_llama-3.3__zero_shot,f1,0,0.29280397022332505,4
bank,classification,logreg,llm_llama-3.3__zero_shot,f1,1,0.3434991974317817,4
bank,classification,logreg,llm_llama-3.3__zero_shot,f1,2,0.39447429009976975,4
bank,classification,logreg,llm_llama-3.3__zero_shot,f1,3,0.34181240063593005,4
bank,classification,logreg,llm_llama-3.3__zero_shot,f1,4,0.336,4
bank,classification,logreg,llm_llama-3.3__zero_shot,roc_auc,0,0.7890350812538327,4
bank,classification,logreg,llm_llama-3.3__zero_shot,roc_auc,1,0.7861703382235011,4
bank,classification,logreg,llm_llama-3.3__zero_shot,roc_auc,2,0.8051853861031181,4
bank,classification,logreg,llm_llama-3.3__zero_shot,roc_auc,3,0.78747866647638,4
bank,classification,logreg,llm_llama-3.3__zero_shot,roc_auc,4,0.790503839739386,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,accuracy,0,0.8908715707696043,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,accuracy,1,0.8903860160233066,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,accuracy,2,0.894027676620539,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,accuracy,3,0.8948646351827122,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,accuracy,4,0.8937720043705233,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,f1,0,0.3673469387755102,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,f1,1,0.3672039243167484,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,f1,2,0.40571817562968004,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,f1,3,0.37965616045845274,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,f1,4,0.37722419928825623,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,roc_auc,0,0.7634367334544082,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,roc_auc,1,0.7737393273267609,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,roc_auc,2,0.7826591171753385,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,roc_auc,3,0.7683734419303551,4
bank,classification,random_forest,llm_llama-3.3__zero_shot,roc_auc,4,0.7776875816777615,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,accuracy,0,0.8965768390386016,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,accuracy,1,0.8959698956057296,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,accuracy,2,0.9032532168001942,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,accuracy,3,0.9002063858200802,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,accuracy,4,0.9015418234794221,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,f1,0,0.3564954682779456,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,f1,1,0.3618763961280715,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,f1,2,0.42620590352771776,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,f1,3,0.37347560975609756,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,f1,4,0.3766333589546503,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,roc_auc,0,0.7915038002971839,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,roc_auc,1,0.7886150290108025,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,roc_auc,2,0.8077424790084438,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,roc_auc,3,0.7984757514354056,4
bank,classification,xgboost,llm_llama-3.3__zero_shot,roc_auc,4,0.798830695859144,4
bank,classification,logreg,llm_qwen-2.5__zero_shot,accuracy,0,0.896091284292304,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,accuracy,1,0.9005826656955572,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,accuracy,2,0.9053168244719592,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,accuracy,3,0.8992351584314677,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,accuracy,4,0.8987495447371616,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,f1,0,0.2866666666666667,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,f1,1,0.34004834810636586,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,f1,2,0.39814814814814814,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,f1,3,0.339171974522293,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,f1,4,0.3285024154589372,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,roc_auc,0,0.7882835717486675,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,roc_auc,1,0.784418265602151,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,roc_auc,2,0.8042970776923439,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,roc_auc,3,0.7868613654162794,6
bank,classification,logreg,llm_qwen-2.5__zero_shot,roc_auc,4,0.7917065226621879,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,accuracy,0,0.8948773974265598,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,accuracy,1,0.8890507404709881,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,accuracy,2,0.8980335032774945,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,accuracy,3,0.8968070899599369,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,accuracy,4,0.8947432317591356,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,f1,0,0.3706395348837209,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,f1,1,0.3526912181303116,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,f1,2,0.422283356258597,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,f1,3,0.3795620437956204,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,f1,4,0.3767074047447879,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,roc_auc,0,0.7688626969432519,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,roc_auc,1,0.7750016952450586,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,roc_auc,2,0.780992470163687,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,roc_auc,3,0.7770532521312883,6
bank,classification,random_forest,llm_qwen-2.5__zero_shot,roc_auc,4,0.7826629220705695,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,accuracy,0,0.8968196164117505,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,accuracy,1,0.8954843408594318,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,accuracy,2,0.9024034959941734,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,accuracy,3,0.8992351584314677,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,accuracy,4,0.9006919995143863,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,f1,0,0.3580060422960725,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,f1,1,0.3617494440326168,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,f1,2,0.41654571843251087,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,f1,3,0.3712121212121212,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,f1,4,0.3726993865030675,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,roc_auc,0,0.7918121874852587,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,roc_auc,1,0.791974783598283,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,roc_auc,2,0.810282029812727,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,roc_auc,3,0.7982694929727638,6
bank,classification,xgboost,llm_qwen-2.5__zero_shot,roc_auc,4,0.8008870883086983,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,accuracy,0,0.896698227725176,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,accuracy,1,0.9003398883224083,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,accuracy,2,0.9041029376062151,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,accuracy,3,0.8975355105013961,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,accuracy,4,0.8992351584314677,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,f1,0,0.2972749793559042,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,f1,1,0.34161988773055335,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,f1,2,0.3923076923076923,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,f1,3,0.3354330708661417,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,f1,4,0.33172302737520126,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,roc_auc,0,0.7868266928864569,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,roc_auc,1,0.7835579655879994,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,roc_auc,2,0.8046334732770414,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,roc_auc,3,0.7873009362571417,6
bank,classification,logreg,llm_gpt-4o-mini__with_stats,roc_auc,4,0.7916469598180798,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,accuracy,0,0.8912357368293276,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,accuracy,1,0.892571012381646,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,accuracy,2,0.8937848992473901,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,accuracy,3,0.8941362146412529,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,accuracy,4,0.8928007769819108,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,f1,0,0.3645390070921986,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,f1,1,0.37894736842105264,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,f1,2,0.4067796610169492,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,f1,3,0.37625178826895567,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,f1,4,0.36973590292648106,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,roc_auc,0,0.7665536257606491,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,roc_auc,1,0.7729511120807585,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,roc_auc,2,0.7817290909948582,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,roc_auc,3,0.7694431404833908,6
bank,classification,random_forest,llm_gpt-4o-mini__with_stats,roc_auc,4,0.7795439815579281,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,accuracy,0,0.8974265598446225,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,accuracy,1,0.8973051711580481,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,accuracy,2,0.9033746054867686,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,accuracy,3,0.9000849823965036,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,accuracy,4,0.899963578972927,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,f1,0,0.3544690603514133,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,f1,1,0.3779411764705882,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,f1,2,0.42318840579710143,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,f1,3,0.37509491268033407,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,f1,4,0.37003058103975534,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,roc_auc,0,0.7945208942638804,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,roc_auc,1,0.7892360783527524,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,roc_auc,2,0.8065496161375537,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,roc_auc,3,0.7978189383896095,6
bank,classification,xgboost,llm_gpt-4o-mini__with_stats,roc_auc,4,0.7987527776336214,6
bank,classification,logreg,llm_claude-sonnet__with_stats,accuracy,0,0.8962126729788784,5
bank,classification,logreg,llm_claude-sonnet__with_stats,accuracy,1,0.9014323865015781,5
bank,classification,logreg,llm_claude-sonnet__with_stats,accuracy,2,0.9053168244719592,5
bank,classification,logreg,llm_claude-sonnet__with_stats,accuracy,3,0.8988709481607381,5
bank,classification,logreg,llm_claude-sonnet__with_stats,accuracy,4,0.8991137550078913,5
bank,classification,logreg,llm_claude-sonnet__with_stats,f1,0,0.2892768079800499,5
bank,classification,logreg,llm_claude-sonnet__with_stats,f1,1,0.34831460674157305,5
bank,classification,logreg,llm_claude-sonnet__with_stats,f1,2,0.39628482972136225,5
bank,classification,logreg,llm_claude-sonnet__with_stats,f1,3,0.3404592240696754,5
bank,classification,logreg,llm_claude-sonnet__with_stats,f1,4,0.3271255060728745,5
bank,classification,logreg,llm_claude-sonnet__with_stats,roc_auc,0,0.789773986980518,5
bank,classification,logreg,llm_claude-sonnet__with_stats,roc_auc,1,0.7849045061087788,5
bank,classification,logreg,llm_claude-sonnet__with_stats,roc_auc,2,0.805147353648757,5
bank,classification,logreg,llm_claude-sonnet__with_stats,roc_auc,3,0.787267321582744,5
bank,classification,logreg,llm_claude-sonnet__with_stats,roc_auc,4,0.7925808727784828,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,accuracy,0,0.8907501820830298,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,accuracy,1,0.8891721291575625,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,accuracy,2,0.8957271182325808,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,accuracy,3,0.8937720043705233,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,accuracy,4,0.8931649872526405,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,f1,0,0.36797752808988765,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,f1,1,0.3655316191799861,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,f1,2,0.4128503075871497,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,f1,3,0.3709561466570812,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,f1,4,0.367816091954023,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,roc_auc,0,0.76816985765838,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,roc_auc,1,0.770183219137695,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,roc_auc,2,0.7832890849804236,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,roc_auc,3,0.7722961122565001,5
bank,classification,random_forest,llm_claude-sonnet__with_stats,roc_auc,4,0.7800970019248823,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,accuracy,0,0.8974265598446225,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,accuracy,1,0.896698227725176,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,accuracy,2,0.9037387715464918,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,accuracy,3,0.899963578972927,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,accuracy,4,0.899720772125774,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,f1,0,0.3564356435643564,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,f1,1,0.37102734663710274,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,f1,2,0.42743682310469316,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,f1,3,0.3729071537290715,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,f1,4,0.3665644171779141,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,roc_auc,0,0.7906684130147649,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,roc_auc,1,0.7913700233501579,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,roc_auc,2,0.8072031699608473,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,roc_auc,3,0.8002408904232383,5
bank,classification,xgboost,llm_claude-sonnet__with_stats,roc_auc,4,0.7967959023122178,5
bank,classification,logreg,llm_gemini-flash__with_stats,accuracy,0,0.896091284292304,6
bank,classification,logreg,llm_gemini-flash__with_stats,accuracy,1,0.9004612770089827,6
bank,classification,logreg,llm_gemini-flash__with_stats,accuracy,2,0.9038601602330663,6
bank,classification,logreg,llm_gemini-flash__with_stats,accuracy,3,0.8989923515843147,6
bank,classification,logreg,llm_gemini-flash__with_stats,accuracy,4,0.8987495447371616,6
bank,classification,logreg,llm_gemini-flash__with_stats,f1,0,0.2995090016366612,6
bank,classification,logreg,llm_gemini-flash__with_stats,f1,1,0.344,6
bank,classification,logreg,llm_gemini-flash__with_stats,f1,2,0.39263803680981596,6
bank,classification,logreg,llm_gemini-flash__with_stats,f1,3,0.34177215189873417,6
bank,classification,logreg,llm_gemini-flash__with_stats,f1,4,0.3317307692307692,6
bank,classification,logreg,llm_gemini-flash__with_stats,roc_auc,0,0.790292805674796,6
bank,classification,logreg,llm_gemini-flash__with_stats,roc_auc,1,0.7844320486815416,6
bank,classification,logreg,llm_gemini-flash__with_stats,roc_auc,2,0.8047279647624888,6
bank,classification,logreg,llm_gemini-flash__with_stats,roc_auc,3,0.788602694009747,6
bank,classification,logreg,llm_gemini-flash__with_stats,roc_auc,4,0.7914910496506432,6
bank,classification,random_forest,llm_gemini-flash__with_stats,accuracy,0,0.894634620053411,6
bank,classification,random_forest,llm_gemini-flash__with_stats,accuracy,1,0.8895362952172857,6
bank,classification,random_forest,llm_gemini-flash__with_stats,accuracy,2,0.8956057295460063,6
bank,classification,random_forest,llm_gemini-flash__with_stats,accuracy,3,0.8954716523005949,6
bank,classification,random_forest,llm_gemini-flash__with_stats,accuracy,4,0.894621828335559,6
bank,classification,random_forest,llm_gemini-flash__with_stats,f1,0,0.37373737373737376,6
bank,classification,random_forest,llm_gemini-flash__with_stats,f1,1,0.3680555555555556,6
bank,classification,random_forest,llm_gemini-flash__with_stats,f1,2,0.41655359565807326,6
bank,classification,random_forest,llm_gemini-flash__with_stats,f1,3,0.3765387400434468,6
bank,classification,random_forest,llm_gemini-flash__with_stats,f1,4,0.3817663817663818,6
bank,classification,random_forest,llm_gemini-flash__with_stats,roc_auc,0,0.7723305049766499,6
bank,classification,random_forest,llm_gemini-flash__with_stats,roc_auc,1,0.7779072715694135,6
bank,classification,random_forest,llm_gemini-flash__with_stats,roc_auc,2,0.7818567503184113,6
bank,classification,random_forest,llm_gemini-flash__with_stats,roc_auc,3,0.7700504161142853,6
bank,classification,random_forest,llm_gemini-flash__with_stats,roc_auc,4,0.7826925560598412,6
bank,classification,xgboost,llm_gemini-flash__with_stats,accuracy,0,0.8958485069191552,6
bank,classification,xgboost,llm_gemini-flash__with_stats,accuracy,1,0.8975479485311969,6
bank,classification,xgboost,llm_gemini-flash__with_stats,accuracy,2,0.903495994173343,6
bank,classification,xgboost,llm_gemini-flash__with_stats,accuracy,3,0.9008134029379629,6
bank,classification,xgboost,llm_gemini-flash__with_stats,accuracy,4,0.899963578972927,6
bank,classification,xgboost,llm_gemini-flash__with_stats,f1,0,0.35294117647058826,6
bank,classification,xgboost,llm_gemini-flash__with_stats,f1,1,0.37295690936106984,6
bank,classification,xgboost,llm_gemini-flash__with_stats,f1,2,0.4259927797833935,6
bank,classification,xgboost,llm_gemini-flash__with_stats,f1,3,0.38152914458743376,6
bank,classification,xgboost,llm_gemini-flash__with_stats,f1,4,0.37481031866464337,6
bank,classification,xgboost,llm_gemini-flash__with_stats,roc_auc,0,0.7899673923298268,6
bank,classification,xgboost,llm_gemini-flash__with_stats,roc_auc,1,0.7894453305580452,6
bank,classification,xgboost,llm_gemini-flash__with_stats,roc_auc,2,0.8093382942591631,6
bank,classification,xgboost,llm_gemini-flash__with_stats,roc_auc,3,0.7977062260274297,6
bank,classification,xgboost,llm_gemini-flash__with_stats,roc_auc,4,0.8000074306122353,6
bank,classification,logreg,llm_deepseek-v3__with_stats,accuracy,0,0.8970623937848993,5
bank,classification,logreg,llm_deepseek-v3__with_stats,accuracy,1,0.9003398883224083,5
